lat,lng
37.76912,-122.41944
37.74625,-122.41956
37.76173,-122.43506
37.75638,-122.41886
37.75642,-122.41887
37.77021,-122.42237
37.7564,-122.41891
37.76963,-122.42228
37.76232,-122.43524
37.75671,-122.41896
37.75563,-122.41869
37.77402,-122.40875
37.75624,-122.41878
37.77007,-122.42232
37.77131,-122.41343
37.74697,-122.41907
37.75609,-122.41881
37.80484,-122.43223
37.7601,-122.41374
37.77009,-122.42227
37.75665,-122.41886
37.78495,-122.42114
37.75682,-122.41892
37.77006,-122.46702
37.78497,-122.40029
37.77097,-122.41283
37.76216,-122.43522
37.7604,-122.41378
37.76019,-122.41372
37.78501,-122.42125
37.76224,-122.43529
37.75621,-122.41891
37.79734,-122.43351
37.75622,-122.41882
37.76907,-122.41996
37.77528,-122.43782
37.78528,-122.43258
37.78521,-122.43274
37.78811,-122.39653
37.74692,-122.4191
37.75671,-122.41895
37.7856,-122.40112
37.77894,-122.41513
37.7569,-122.41891
37.7853,-122.43258
37.75665,-122.41896
37.76739,-122.40676
37.77093,-122.41276
37.76015,-122.41373
37.75664,-122.41895
37.76028,-122.41372
37.78514,-122.42121
37.80082,-122.39882
37.76913,-122.41954
37.78489,-122.40034
37.76027,-122.41377
37.78794,-122.39672
37.7826,-122.41065
37.75659,-122.41898
37.78476,-122.42091
37.78567,-122.40122
37.76761,-122.40664
37.75632,-122.4189
37.78549,-122.40088
37.78522,-122.43269
37.76032,-122.41376
37.77546,-122.43784
37.76125,-122.43504
37.76904,-122.41996
37.77551,-122.43788
37.76008,-122.41377
37.76104,-122.43456
37.76863,-122.42013
37.77008,-122.46706
37.78702,-122.3985
37.80132,-122.39935
37.76015,-122.41375
37.7603,-122.41377
37.769,-122.42006
37.77097,-122.41284
37.76023,-122.41488
37.76969,-122.42333
37.76817,-122.42264
37.78528,-122.43255
37.75652,-122.41894
37.74668,-122.41933
37.7691,-122.41999
37.75601,-122.41878
37.75548,-122.41818
37.78505,-122.42113
37.75664,-122.41894
37.78529,-122.4325
37.77894,-122.41439
37.77011,-122.46692
37.76847,-122.40686
37.76216,-122.43518
37.76002,-122.41374
37.80524,-122.43346
37.78528,-122.43265
37.80538,-122.43195
37.75658,-122.41897
37.785,-122.42107
37.80638,-122.43085
37.78515,-122.43271
37.80653,-122.4309
37.80043,-122.39851
37.80662,-122.43096
37.76023,-122.41992
37.76915,-122.41999
37.7856,-122.40082
37.75672,-122.41895
37.78517,-122.43265
37.76024,-122.41376
37.7851,-122.42135
37.76227,-122.43522
37.76033,-122.4138
37.76001,-122.41373
37.74705,-122.41906
37.77923,-122.41403
37.77097,-122.41292
37.78517,-122.43268
37.76618,-122.46246
37.77007,-122.42232
37.78517,-122.43274
37.78535,-122.43212
37.76852,-122.40658
37.78528,-122.42047
37.78797,-122.39681
37.7616,-122.43507
37.7691,-122.41994
37.78487,-122.42109
37.80586,-122.43145
37.77555,-122.43796
37.76003,-122.43492
37.77003,-122.4671
37.78534,-122.43194
37.78511,-122.43291
37.76887,-122.42012
37.75662,-122.41894
37.80726,-122.43012
37.78778,-122.39691
37.80537,-122.43372
37.79056,-122.41319
37.7793,-122.41423
37.78553,-122.40091
37.78601,-122.40165
37.77092,-122.41301
37.78762,-122.39722
37.78606,-122.40113
37.76791,-122.40683
37.7711,-122.41302
37.76857,-122.4202
37.80079,-122.39884
37.78715,-122.41323
37.74668,-122.41928
37.76913,-122.41995
37.7602,-122.41374
37.78493,-122.4211
37.76742,-122.4067
37.78517,-122.43274
37.77544,-122.43784
37.76763,-122.40674
37.7564,-122.41884
37.76705,-122.40666
37.78474,-122.42126
37.77017,-122.4669
37.78113,-122.41283
37.76596,-122.4242
37.76749,-122.40669
37.77,-122.42234
37.75656,-122.41896
37.77028,-122.46682
37.75733,-122.41902
37.75699,-122.41953
37.7691,-122.41963
37.76752,-122.40671
37.80527,-122.43229
37.76746,-122.40669
37.75642,-122.41891
37.80048,-122.3986
37.77008,-122.46699
37.78528,-122.40063
37.7855,-122.43268
37.78493,-122.4003
37.75675,-122.41894
37.80741,-122.43019
37.77919,-122.41499
37.7602,-122.41379
37.77006,-122.46704
37.80058,-122.3986
37.78509,-122.42109
37.77003,-122.42246
37.74652,-122.41938
37.77089,-122.41276
37.78556,-122.40099
37.76221,-122.4352
37.80521,-122.43256
37.77001,-122.46707
37.77001,-122.46709
37.76228,-122.43513
37.78558,-122.40097
37.76187,-122.43508
37.77027,-122.46675
37.74677,-122.41893
37.76212,-122.43523
37.78524,-122.43258
37.77095,-122.41282
37.75653,-122.41894
37.7675,-122.40677
37.77022,-122.42232
37.78488,-122.43304
37.77563,-122.43801
37.77008,-122.4224
37.76022,-122.41373
37.77544,-122.43791
37.78531,-122.43251
37.77014,-122.46693
37.78576,-122.42876
37.78509,-122.42111
37.80551,-122.43174
37.78509,-122.42111
37.75595,-122.4189
37.78802,-122.39684
37.7568,-122.41893
37.7599,-122.41924
37.7622,-122.43519
37.77562,-122.43787
37.74673,-122.41926
37.76999,-122.46709
37.75681,-122.41899
37.78528,-122.43253
37.7852,-122.42116
37.75652,-122.41898
37.80511,-122.43401
37.75624,-122.41891
37.7559,-122.4188
37.76141,-122.43505
37.75636,-122.41889
37.78682,-122.39984
37.76695,-122.40702
37.76007,-122.41374
37.78484,-122.42138
37.78534,-122.41976
37.78614,-122.40218
37.78612,-122.40186
37.77537,-122.43784
37.75644,-122.41887
37.74699,-122.41914
37.78217,-122.41173
37.77001,-122.42231
37.77089,-122.41281
37.77023,-122.42239
37.78527,-122.43252
37.7614,-122.43505
37.78527,-122.43254
37.76229,-122.43521
37.78571,-122.40119
37.78522,-122.43273
37.78507,-122.42117
37.78541,-122.40086
37.8006,-122.39869
37.78799,-122.39726
37.76959,-122.42224
37.77112,-122.41297
37.76017,-122.41378
37.80131,-122.39928
37.747,-122.41892
37.76979,-122.422
37.76016,-122.4137
37.80056,-122.39864
37.77095,-122.41293
37.76018,-122.4137
37.76098,-122.43468
37.75624,-122.41891
37.76749,-122.40675
37.77001,-122.42236
37.78742,-122.40067
37.77925,-122.41414
37.78783,-122.39705
37.78653,-122.4007
37.75618,-122.4189
37.74666,-122.41931
37.78527,-122.43255
37.77,-122.42076
37.78494,-122.42107
37.78419,-122.39935
37.7858,-122.40144
37.7708,-122.41267
37.78526,-122.43253
37.77107,-122.41294
37.78556,-122.40107
37.7603,-122.41378
37.77098,-122.41285
37.78525,-122.43272
37.78518,-122.43272
37.78544,-122.40099
37.80552,-122.43224
37.80049,-122.39856
37.77028,-122.46672
37.75621,-122.41883
37.75627,-122.41895
37.75665,-122.41892
37.75547,-122.43877
37.76236,-122.43524
37.74671,-122.41927
37.78547,-122.40089
37.78781,-122.39693
37.75627,-122.41889
37.7689,-122.42
37.77108,-122.41306
37.76722,-122.4063
37.75629,-122.4189
37.76955,-122.42229
37.7708,-122.41269
37.7565,-122.41893
37.75602,-122.41891
37.78848,-122.42257
37.76011,-122.4138
37.7675,-122.40673
37.78495,-122.41969
37.80551,-122.43159
37.76996,-122.42168
37.76216,-122.43519
37.78523,-122.43254
37.75626,-122.4188
37.78773,-122.39715
37.76147,-122.43507
37.77841,-122.41497
37.80644,-122.43107
37.77513,-122.43672
37.78526,-122.43266
37.78523,-122.42123
37.78521,-122.43256
37.77093,-122.41286
37.76997,-122.42219
37.76891,-122.42001
37.75653,-122.41898
37.78547,-122.40012
37.78502,-122.42109
37.76906,-122.41996
37.76913,-122.42013
37.76924,-122.42
37.76966,-122.42228
37.76243,-122.43549
37.78524,-122.43252
37.75647,-122.41884
37.75999,-122.4136
37.74671,-122.41926
37.74664,-122.41934
37.76012,-122.41373
37.77879,-122.41553
37.76026,-122.41376
37.75626,-122.41891
37.77005,-122.46704
37.80566,-122.43162
37.78495,-122.42107
37.76892,-122.42002
37.76028,-122.41372
37.75682,-122.41895
37.77924,-122.4142
37.77882,-122.41535
37.74673,-122.41926
37.77832,-122.4151
37.75649,-122.41888
37.76905,-122.41993
37.75668,-122.41895
37.80055,-122.39863
37.78576,-122.40134
37.76912,-122.41999
37.78782,-122.39688
37.77091,-122.41293
37.77918,-122.41496
37.80515,-122.43327
37.75617,-122.4188
37.75621,-122.4189
37.77095,-122.41284
37.76911,-122.41929
37.78517,-122.43273
37.76056,-122.41372
37.77541,-122.43786
37.77097,-122.413
37.76914,-122.42
37.76764,-122.40671
37.76058,-122.4131
37.78497,-122.42108
37.7857,-122.40121
37.76906,-122.41994
37.80721,-122.43063
37.78505,-122.42122
37.77,-122.46715
37.771,-122.41305
37.75628,-122.41891
37.78525,-122.42129
37.75653,-122.41895
37.7468,-122.4192
37.76007,-122.41373
37.80538,-122.43279
37.78558,-122.40105
37.78542,-122.40083
37.78536,-122.42096
37.80657,-122.43021
37.78587,-122.4013
37.78521,-122.42087
37.75628,-122.41888
37.76028,-122.41377
37.75632,-122.41885
37.78568,-122.40129
37.80526,-122.43238
37.77544,-122.43785
37.80536,-122.4324
37.80574,-122.43148
37.78516,-122.42115
37.78492,-122.42113
37.78566,-122.40133
37.77099,-122.41303
37.75574,-122.41889
37.77006,-122.42233
37.78526,-122.43255
37.80513,-122.43334
37.76911,-122.41993
37.7852,-122.43279
37.77044,-122.46649
37.78531,-122.43255
37.74667,-122.41927
37.78503,-122.42131
37.80046,-122.39851
37.74746,-122.41871
37.77023,-122.42247
37.74686,-122.41916
37.78808,-122.3968
37.77579,-122.4381
37.77541,-122.43783
37.75701,-122.41919
37.77009,-122.42228
37.77009,-122.42236
37.77921,-122.41408
37.77014,-122.46694
37.75622,-122.41889
37.7792,-122.41418
37.78526,-122.43264
37.78501,-122.42115
37.7709,-122.41263
37.76766,-122.40675
37.75551,-122.41864
37.78796,-122.39674
37.75626,-122.41878
37.76018,-122.41376
37.75675,-122.41901
37.76895,-122.42
37.78518,-122.43276
37.77572,-122.4379
37.76989,-122.46735
37.78517,-122.43272
37.78803,-122.3968
37.80619,-122.43973
37.76061,-122.41356
37.78524,-122.42105
37.76732,-122.40671
37.77758,-122.41753
37.74654,-122.4192
37.74694,-122.41909
37.78551,-122.40106
37.77087,-122.41275
37.7852,-122.42117
37.76025,-122.41375
37.76989,-122.42226
37.78335,-122.40566
37.77864,-122.41461
37.80563,-122.43159
37.74693,-122.41913
37.78479,-122.433
37.7854,-122.42129
37.78777,-122.39703
37.77023,-122.42251
37.76987,-122.42224
37.78515,-122.43288
37.78526,-122.42119
37.78746,-122.39737
37.80072,-122.39874
37.76021,-122.41375
37.80061,-122.39866
37.78512,-122.4212
37.80046,-122.39858
37.77002,-122.42246
37.7847,-122.39989
37.78518,-122.43278
37.78524,-122.43265
37.76017,-122.41375
37.76235,-122.43521
37.78525,-122.4327
37.77887,-122.41454
37.78562,-122.40114
37.75679,-122.41891
37.76013,-122.4137
37.76018,-122.41377
37.80718,-122.43108
37.77084,-122.4127
37.76796,-122.46677
37.77009,-122.46701
37.76015,-122.41377
37.75698,-122.41913
37.76881,-122.41999
37.75633,-122.41893
37.75651,-122.41895
37.75645,-122.41893
37.75628,-122.41897
37.771,-122.41282
37.76047,-122.41374
37.77089,-122.41291
37.80498,-122.43197
37.80056,-122.39859
37.80525,-122.43213
37.78492,-122.42112
37.77533,-122.4378
37.76904,-122.42001
37.78549,-122.41965
37.78571,-122.40132
37.77926,-122.41419
37.78511,-122.42115
37.78555,-122.40114
37.76811,-122.46704
37.78558,-122.40113
37.80136,-122.39932
37.7851,-122.42104
37.7602,-122.41375
37.77015,-122.46696
37.78507,-122.42112
37.76922,-122.41998
37.75637,-122.41887
37.77053,-122.46643
37.7856,-122.40109
37.80049,-122.39854
37.75908,-122.41123
37.80041,-122.39854
37.76908,-122.41948
37.75616,-122.4189
37.7648,-122.42449
37.78495,-122.42124
37.77509,-122.43766
37.76907,-122.41938
37.76334,-122.42007
37.75627,-122.41887
37.75629,-122.41889
37.77098,-122.41298
37.7563,-122.41892
37.78467,-122.42094
37.76911,-122.41951
37.76,-122.41365
37.75659,-122.41885
37.76029,-122.41378
37.77,-122.42252
37.77088,-122.41276
37.76921,-122.42017
37.77594,-122.43819
37.78554,-122.40114
37.80712,-122.43104
37.78517,-122.43268
37.77008,-122.42249
37.78536,-122.40086
37.78522,-122.42117
37.77088,-122.41271
37.74667,-122.41934
37.77018,-122.46689
37.76994,-122.42209
37.78584,-122.40143
37.7629,-122.43466
37.78572,-122.39989
37.80048,-122.39852
37.785,-122.42119
37.78528,-122.43254
37.78586,-122.40137
37.7882,-122.39669
37.77535,-122.43785
37.75621,-122.41891
37.7467,-122.41926
37.78523,-122.43255
37.7554,-122.41938
37.76902,-122.42016
37.7563,-122.41889
37.78377,-122.42096
37.76016,-122.41374
37.7852,-122.42111
37.795,-122.39982
37.77034,-122.42253
37.76033,-122.41378
37.75674,-122.41888
37.76017,-122.41375
37.7676,-122.40676
37.7852,-122.43269
37.76025,-122.41376
37.78498,-122.42116
37.7567,-122.41895
37.78555,-122.4012
37.80644,-122.43142
37.77945,-122.41381
37.77091,-122.41277
37.78581,-122.40147
37.78507,-122.42107
37.7688,-122.42016
37.78525,-122.43264
37.78569,-122.40122
37.7852,-122.42116
37.75705,-122.41907
37.80129,-122.39928
37.76912,-122.41961
37.75675,-122.41897
37.76984,-122.42202
37.78409,-122.42098
37.80131,-122.39926
37.7691,-122.4197
37.77574,-122.43791
37.80063,-122.39865
37.75982,-122.41912
37.78583,-122.40136
37.80091,-122.42615
37.80072,-122.39881
37.77005,-122.42241
37.76017,-122.41379
37.80627,-122.43175
37.75673,-122.41896
37.79976,-122.40706
37.78789,-122.39678
37.76998,-122.42204
37.77001,-122.46716
37.76183,-122.43516
37.7857,-122.40125
37.74677,-122.41889
37.78518,-122.43268
37.76984,-122.42203
37.75629,-122.41888
37.76191,-122.43507
37.75624,-122.41886
37.77819,-122.41538
37.7855,-122.40107
37.77539,-122.43786
37.78525,-122.42119
37.77557,-122.43787
37.7482,-122.4182
37.77831,-122.4152
37.76909,-122.4194
37.78473,-122.42098
37.78768,-122.39736
37.77557,-122.43789
37.8004,-122.39848
37.7853,-122.42068
37.75862,-122.41975
37.78526,-122.43233
37.80659,-122.43055
37.78795,-122.39692
37.77108,-122.41298
37.74666,-122.41926
37.76023,-122.41381
37.78814,-122.39654
37.80125,-122.39923
37.78525,-122.4324
37.77892,-122.41445
37.78458,-122.43264
37.80569,-122.43148
37.78572,-122.40108
37.7691,-122.42
37.78571,-122.40119
37.76913,-122.42002
37.78527,-122.42021
37.78521,-122.43267
37.78249,-122.39723
37.78549,-122.401
37.76027,-122.41377
37.77113,-122.41295
37.78606,-122.39932
37.74675,-122.41925
37.78681,-122.40025
37.80628,-122.43194
37.77086,-122.41271
37.77028,-122.46674
37.76998,-122.46714
37.78477,-122.42093
37.76916,-122.41995
37.80075,-122.39879
37.78516,-122.43275
37.75665,-122.41886
37.76018,-122.4137
37.78517,-122.43271
37.77019,-122.42237
37.75679,-122.41894
37.77097,-122.41274
37.76939,-122.42244
37.78505,-122.42114
37.75635,-122.41891
37.78517,-122.42113
37.77005,-122.42233
37.76912,-122.41995
37.76908,-122.41961
37.78516,-122.43277
37.76041,-122.41373
37.80543,-122.43217
37.78526,-122.43236
37.7855,-122.40097
37.80047,-122.39855
37.74671,-122.41934
37.76216,-122.43509
37.77009,-122.46699
37.77848,-122.41444
37.75652,-122.41897
37.7852,-122.43268
37.78558,-122.4011
37.78505,-122.42109
37.74676,-122.41937
37.77624,-122.41784
37.7752,-122.43782
37.78524,-122.43275
